tenure,monthly_charges,total_charges,contract_type,tech_support,internet_service,payment_method,num_support_calls,senior_citizen,paperless_billing,churn
33,90.97,2860.02,Two year,Yes,Fiber optic,Credit card,1,0,No,0
36,118.37,4135.97,Month-to-month,No,DSL,Mailed check,2,0,Yes,1
19,25.02,445.58,Month-to-month,Yes,No,Electronic check,1,0,No,0
28,29.67,791.92,Month-to-month,No,Fiber optic,Credit card,2,0,No,1
40,92.05,3673.57,Month-to-month,No,DSL,Bank transfer,1,0,No,0
15,48.18,674.26,Two year,No,Fiber optic,Mailed check,0,0,Yes,1
41,38.43,1524.39,One year,Yes,DSL,Electronic check,1,0,Yes,0
39,23.94,856.4,Month-to-month,No,DSL,Credit card,0,0,No,1
2,22.18,40.46,Month-to-month,No,DSL,Mailed check,1,0,No,1
63,97.45,6006.52,One year,Yes,Fiber optic,Electronic check,3,0,Yes,0
29,33.44,954.64,Two year,Yes,Fiber optic,Credit card,2,0,Yes,0
66,66.77,4260.65,One year,No,No,Mailed check,3,0,Yes,0
51,80.59,3764.1,One year,Yes,DSL,Mailed check,2,0,Yes,0
10,62.84,580.68,Month-to-month,No,Fiber optic,Mailed check,2,0,Yes,0
14,22.71,315.12,Two year,Yes,Fiber optic,Credit card,2,0,Yes,0
51,98.35,4659.07,One year,No,DSL,Electronic check,2,0,Yes,0
39,21.05,806.08,Month-to-month,Yes,Fiber optic,Mailed check,0,0,No,0
28,96.19,2501.0,One year,No,DSL,Electronic check,0,0,Yes,0
3,109.33,326.0,Month-to-month,Yes,DSL,Electronic check,2,0,Yes,1
70,63.28,4391.71,Month-to-month,Yes,Fiber optic,Bank transfer,1,0,Yes,1
27,73.55,1795.86,Month-to-month,Yes,Fiber optic,Electronic check,0,0,Yes,1
2,67.7,132.29,Month-to-month,No,DSL,Electronic check,1,1,Yes,1
38,58.92,2053.01,Month-to-month,Yes,DSL,Electronic check,1,0,No,0
3,108.74,300.62,Month-to-month,No,DSL,Electronic check,2,0,Yes,1
16,109.39,1655.7,Month-to-month,Yes,DSL,Electronic check,3,0,No,1
40,53.58,2052.4,Month-to-month,Yes,DSL,Credit card,3,0,No,1
2,81.51,152.03,Month-to-month,No,Fiber optic,Bank transfer,3,0,No,1
41,112.69,4424.1,Month-to-month,No,Fiber optic,Mailed check,0,0,No,0
12,116.21,1278.87,One year,No,Fiber optic,Bank transfer,1,0,No,0
35,70.9,2238.89,Month-to-month,No,Fiber optic,Bank transfer,3,1,Yes,1
65,65.28,4061.26,Month-to-month,No,Fiber optic,Mailed check,2,1,No,1
55,47.87,2505.79,Two year,No,DSL,Electronic check,0,0,Yes,0
45,115.89,5053.2,One year,No,DSL,Mailed check,2,0,Yes,0
62,34.28,2050.93,Two year,Yes,No,Electronic check,2,0,Yes,0
49,77.98,3781.85,Month-to-month,No,DSL,Mailed check,1,0,No,1
25,48.26,1141.28,Month-to-month,No,DSL,Credit card,2,0,Yes,1
23,47.9,992.45,One year,No,DSL,Bank transfer,2,0,No,1
24,60.5,1398.37,Month-to-month,Yes,Fiber optic,Electronic check,0,1,Yes,1
38,119.88,4407.45,Month-to-month,Yes,Fiber optic,Bank transfer,0,1,No,0
28,25.5,679.83,Month-to-month,No,No,Electronic check,3,0,Yes,1
21,77.85,1584.06,Two year,Yes,No,Mailed check,3,0,Yes,0
54,28.26,1422.82,Month-to-month,No,Fiber optic,Mailed check,2,0,Yes,0
18,35.45,583.79,Two year,Yes,Fiber optic,Mailed check,0,0,Yes,0
36,63.96,2225.32,Two year,No,DSL,Credit card,0,0,Yes,0
45,71.05,2955.92,Month-to-month,Yes,DSL,Mailed check,1,0,No,0
53,45.88,2299.44,One year,No,DSL,Mailed check,1,0,Yes,0
30,51.65,1470.73,One year,Yes,DSL,Credit card,2,0,No,0
60,28.7,1631.97,Two year,No,DSL,Bank transfer,0,0,Yes,1
32,50.32,1545.58,Month-to-month,No,DSL,Bank transfer,0,1,Yes,1
67,116.66,7057.62,One year,Yes,DSL,Electronic check,2,0,Yes,0
67,114.47,7661.58,Month-to-month,No,No,Bank transfer,3,0,Yes,1
28,53.49,1455.23,Two year,Yes,Fiber optic,Electronic check,1,0,No,0
44,77.09,3197.05,Month-to-month,Yes,No,Electronic check,3,0,No,1
41,110.96,4181.47,Month-to-month,No,Fiber optic,Bank transfer,3,1,Yes,1
63,20.62,1179.57,One year,No,Fiber optic,Bank transfer,2,0,No,1
23,101.07,2248.41,Two year,Yes,DSL,Credit card,3,1,Yes,1
48,114.84,5135.8,One year,Yes,DSL,Electronic check,1,0,No,0
32,29.13,860.34,Month-to-month,Yes,DSL,Bank transfer,3,0,No,1
57,36.14,1932.25,Month-to-month,No,No,Bank transfer,4,0,No,1
33,116.07,3674.39,Two year,Yes,No,Credit card,2,0,Yes,0
24,73.75,1711.89,One year,No,DSL,Bank transfer,3,0,Yes,1
39,21.42,805.74,Two year,No,DSL,Mailed check,1,1,Yes,0
34,45.76,1534.57,Month-to-month,Yes,Fiber optic,Mailed check,2,0,No,1
56,64.99,3355.11,Month-to-month,Yes,DSL,Electronic check,1,0,No,1
28,89.29,2409.3,One year,No,Fiber optic,Credit card,0,0,Yes,1
37,93.32,3142.47,Two year,Yes,DSL,Bank transfer,0,0,No,0
7,119.54,798.95,Month-to-month,Yes,Fiber optic,Electronic check,2,0,No,1
68,48.75,3177.08,Two year,Yes,DSL,Bank transfer,0,1,Yes,0
37,73.82,2517.27,Month-to-month,No,Fiber optic,Mailed check,2,0,No,1
56,73.33,3856.68,Month-to-month,No,DSL,Bank transfer,1,1,Yes,0
65,60.56,3868.38,Month-to-month,Yes,Fiber optic,Bank transfer,1,0,Yes,0
65,36.92,2195.44,Month-to-month,Yes,No,Bank transfer,2,0,Yes,0
47,117.75,5221.29,Month-to-month,No,DSL,Mailed check,0,0,Yes,0
20,105.33,2092.43,Month-to-month,No,No,Mailed check,3,0,No,1
19,69.83,1260.98,Month-to-month,No,No,Credit card,2,0,Yes,0
29,80.32,2265.26,Two year,No,No,Mailed check,3,0,Yes,0
60,42.73,2519.41,Month-to-month,No,Fiber optic,Electronic check,1,0,Yes,1
18,74.38,1232.24,Month-to-month,No,Fiber optic,Bank transfer,1,0,Yes,1
35,89.5,2887.61,Month-to-month,Yes,No,Mailed check,2,0,Yes,0
43,71.52,3001.12,Month-to-month,Yes,DSL,Electronic check,0,0,Yes,1
11,119.03,1277.03,One year,No,Fiber optic,Mailed check,2,0,Yes,0
49,81.13,3601.76,Month-to-month,No,No,Bank transfer,0,1,No,1
38,57.1,2022.8,One year,No,Fiber optic,Electronic check,0,0,No,0
64,97.22,5847.84,One year,Yes,No,Mailed check,1,0,Yes,0
69,37.05,2512.75,Month-to-month,No,Fiber optic,Mailed check,1,0,No,1
8,58.45,440.57,Month-to-month,No,No,Electronic check,0,0,No,1
34,54.7,1846.02,Month-to-month,Yes,Fiber optic,Credit card,0,0,No,1
48,63.18,3031.61,Month-to-month,No,Fiber optic,Electronic check,1,1,No,1
56,98.18,5377.52,One year,No,Fiber optic,Electronic check,1,0,No,0
65,68.42,4298.93,One year,No,No,Electronic check,2,0,Yes,0
31,99.4,2894.02,Month-to-month,No,No,Electronic check,3,0,Yes,1
4,77.65,281.62,Month-to-month,No,No,Mailed check,1,0,No,1
50,54.21,2594.8,Month-to-month,No,Fiber optic,Electronic check,3,0,Yes,1
69,101.0,6524.17,One year,Yes,DSL,Electronic check,2,0,No,0
30,43.83,1229.55,Month-to-month,Yes,DSL,Bank transfer,1,0,No,0
59,42.44,2425.76,Month-to-month,No,No,Mailed check,2,0,Yes,0
67,70.45,4466.98,Month-to-month,No,Fiber optic,Bank transfer,1,0,No,0
45,46.08,2022.19,One year,No,DSL,Mailed check,0,0,Yes,1
4,20.91,78.61,Two year,No,DSL,Credit card,0,0,No,0
26,84.83,2018.3,Month-to-month,Yes,No,Credit card,2,0,Yes,1
27,71.11,1816.55,Month-to-month,No,No,Mailed check,1,0,No,0
46,64.55,2954.75,Two year,Yes,No,Credit card,1,0,Yes,0
64,116.7,7320.56,Month-to-month,No,Fiber optic,Credit card,1,0,No,1
51,77.12,3620.73,One year,No,Fiber optic,Mailed check,3,0,No,1
50,106.34,4993.35,Month-to-month,No,DSL,Electronic check,2,0,Yes,1
6,33.95,202.23,One year,Yes,DSL,Bank transfer,0,0,No,0
59,76.92,4140.59,Month-to-month,Yes,No,Mailed check,0,1,Yes,1
15,106.8,1482.48,Two year,No,DSL,Mailed check,3,0,No,0
30,78.31,2175.97,One year,No,Fiber optic,Mailed check,2,0,Yes,0
42,91.8,3690.17,One year,No,Fiber optic,Bank transfer,2,0,No,0
37,57.2,1991.69,One year,Yes,Fiber optic,Mailed check,2,0,No,0
42,29.24,1115.08,One year,No,No,Bank transfer,1,0,Yes,1
35,65.79,2217.26,Month-to-month,No,DSL,Bank transfer,3,0,Yes,1
6,59.45,324.56,Two year,Yes,Fiber optic,Credit card,1,0,No,1
68,106.71,6970.68,Two year,No,DSL,Electronic check,1,0,Yes,0
18,44.4,759.8,Month-to-month,Yes,DSL,Credit card,0,1,Yes,0
29,116.67,3212.12,Two year,No,Fiber optic,Mailed check,1,1,Yes,0
59,115.81,6195.63,One year,No,DSL,Mailed check,4,0,Yes,0
47,44.76,2027.82,Month-to-month,No,Fiber optic,Bank transfer,2,0,Yes,0
17,54.81,878.78,Month-to-month,No,Fiber optic,Credit card,1,0,No,0
22,109.56,2268.38,Month-to-month,No,DSL,Bank transfer,0,0,No,1
68,116.66,7612.75,Month-to-month,Yes,DSL,Credit card,0,0,No,0
69,64.34,4264.66,Month-to-month,No,Fiber optic,Credit card,4,0,Yes,0
37,52.1,1737.83,Month-to-month,No,No,Credit card,2,0,Yes,1
49,72.61,3246.65,Month-to-month,Yes,Fiber optic,Credit card,1,1,Yes,1
13,88.78,1066.02,Month-to-month,Yes,Fiber optic,Credit card,0,0,No,1
34,47.35,1558.06,Two year,No,Fiber optic,Electronic check,3,0,Yes,0
53,93.65,4753.37,Month-to-month,Yes,Fiber optic,Mailed check,2,0,Yes,1
51,25.17,1252.56,Month-to-month,Yes,DSL,Credit card,3,0,Yes,0
3,24.93,72.85,Month-to-month,No,Fiber optic,Credit card,3,0,No,1
42,58.63,2426.31,Month-to-month,Yes,Fiber optic,Bank transfer,4,0,No,0
32,55.35,1660.82,One year,No,Fiber optic,Mailed check,1,1,Yes,0
51,51.56,2457.34,One year,Yes,Fiber optic,Mailed check,1,0,Yes,0
46,69.1,3124.89,One year,No,No,Mailed check,1,0,No,0
21,52.07,1010.1,Month-to-month,No,DSL,Credit card,1,0,Yes,0
44,39.23,1633.11,One year,No,No,Bank transfer,0,0,No,0
11,50.95,515.3,Month-to-month,Yes,Fiber optic,Mailed check,1,0,No,0
68,117.49,7920.48,Month-to-month,No,Fiber optic,Bank transfer,0,0,No,1
1,61.11,57.49,Month-to-month,No,DSL,Electronic check,3,0,No,1
63,64.47,3741.75,Month-to-month,No,Fiber optic,Electronic check,1,0,No,1
24,77.65,1806.2,Month-to-month,Yes,Fiber optic,Bank transfer,2,0,No,1
13,118.33,1422.09,Month-to-month,Yes,Fiber optic,Credit card,0,0,Yes,0
11,44.16,483.02,Two year,No,DSL,Mailed check,0,1,Yes,0
51,88.13,4210.4,Month-to-month,Yes,Fiber optic,Electronic check,1,0,No,0
17,91.6,1504.98,Month-to-month,No,DSL,Electronic check,1,0,Yes,1
24,80.73,1810.66,Month-to-month,Yes,No,Bank transfer,1,0,No,1
19,28.86,537.77,One year,No,No,Credit card,1,0,Yes,0
37,87.69,3211.09,Month-to-month,No,DSL,Bank transfer,2,0,No,0
8,26.41,206.8,Two year,No,No,Bank transfer,5,0,Yes,0
28,79.61,2195.31,Two year,No,No,Bank transfer,0,0,No,0
5,93.96,427.61,Month-to-month,No,Fiber optic,Bank transfer,2,0,Yes,1
17,41.1,693.39,Month-to-month,No,Fiber optic,Bank transfer,1,0,No,0
36,104.16,3608.88,Month-to-month,No,Fiber optic,Credit card,3,0,Yes,0
19,23.04,432.03,One year,No,Fiber optic,Bank transfer,1,0,Yes,0
64,104.38,6469.51,Month-to-month,No,DSL,Credit card,1,0,Yes,1
11,66.03,668.36,Month-to-month,Yes,DSL,Mailed check,2,0,No,0
54,41.76,2166.99,Month-to-month,No,Fiber optic,Mailed check,2,0,Yes,0
45,33.38,1365.55,One year,Yes,DSL,Mailed check,2,1,No,0
47,115.33,5255.58,Month-to-month,No,No,Mailed check,1,1,No,1
12,27.27,307.9,Month-to-month,No,DSL,Electronic check,3,0,No,0
21,39.91,767.02,One year,No,Fiber optic,Credit card,4,0,No,0
11,54.78,601.33,One year,No,No,Mailed check,1,0,Yes,0
5,82.02,406.04,Two year,No,Fiber optic,Electronic check,4,0,No,1
56,74.48,4126.48,Month-to-month,Yes,Fiber optic,Credit card,1,0,No,0
20,32.56,637.45,One year,No,No,Electronic check,0,0,Yes,0
41,48.97,1945.93,One year,Yes,No,Electronic check,3,0,Yes,0
46,43.88,1948.86,Month-to-month,No,DSL,Bank transfer,2,0,Yes,0
12,41.35,451.84,One year,Yes,Fiber optic,Electronic check,1,1,Yes,0
70,61.11,4235.17,Month-to-month,Yes,No,Electronic check,6,0,Yes,1
17,90.4,1518.53,Two year,No,Fiber optic,Credit card,1,0,No,1
19,41.75,773.25,Month-to-month,Yes,Fiber optic,Electronic check,1,0,No,1
26,56.67,1462.71,One year,No,DSL,Bank transfer,0,0,Yes,0
48,59.09,2709.56,Month-to-month,Yes,DSL,Mailed check,1,1,No,1
52,117.65,5779.88,Two year,No,Fiber optic,Mailed check,3,0,Yes,0
70,115.47,8056.99,Month-to-month,No,Fiber optic,Credit card,1,0,Yes,1
55,100.01,5205.79,Two year,Yes,No,Credit card,2,0,No,0
33,44.17,1405.33,Two year,Yes,Fiber optic,Electronic check,0,0,No,1
62,26.8,1557.43,Month-to-month,No,DSL,Credit card,0,0,Yes,1
23,51.69,1145.63,Two year,Yes,DSL,Electronic check,0,0,Yes,0
15,46.68,680.6,Two year,No,No,Credit card,0,0,Yes,0
27,70.59,1834.39,Month-to-month,Yes,DSL,Mailed check,3,0,Yes,0
64,97.77,5953.53,Month-to-month,Yes,DSL,Mailed check,3,0,No,1
51,105.83,5019.58,Month-to-month,No,No,Mailed check,2,0,No,0
53,104.49,5340.73,Month-to-month,Yes,Fiber optic,Mailed check,0,0,No,0
51,55.97,2828.33,Month-to-month,No,DSL,Electronic check,2,0,Yes,1
47,88.72,3755.74,Month-to-month,Yes,No,Electronic check,3,0,No,1
4,51.28,187.36,Month-to-month,Yes,No,Electronic check,1,0,Yes,1
7,26.09,166.55,Month-to-month,No,DSL,Mailed check,2,0,No,0
35,90.16,3131.37,Month-to-month,No,No,Bank transfer,5,0,Yes,0
48,20.98,973.08,Two year,No,Fiber optic,Mailed check,3,0,No,0
45,60.92,2728.18,One year,Yes,Fiber optic,Mailed check,4,0,No,1
19,52.94,963.9,Month-to-month,No,No,Bank transfer,0,0,No,0
63,89.34,5325.46,One year,No,No,Bank transfer,3,0,Yes,0
38,96.62,3595.32,One year,Yes,DSL,Credit card,0,1,No,0
67,50.41,3094.08,Two year,No,DSL,Mailed check,1,0,No,0
59,101.16,5599.2,Month-to-month,No,DSL,Bank transfer,0,0,No,0
69,49.39,3226.02,Month-to-month,Yes,Fiber optic,Credit card,0,0,Yes,1
13,64.63,781.25,Two year,No,DSL,Bank transfer,2,1,Yes,0
47,92.7,4082.98,Two year,No,Fiber optic,Bank transfer,3,0,Yes,1
61,89.29,4944.56,One year,Yes,DSL,Credit card,1,1,Yes,0
31,118.74,3385.72,One year,No,Fiber optic,Mailed check,0,1,No,0
22,42.52,873.28,Month-to-month,Yes,DSL,Credit card,2,0,No,0
43,86.23,3632.21,Month-to-month,No,No,Mailed check,1,0,Yes,0
67,80.97,4981.5,Month-to-month,No,DSL,Bank transfer,0,0,No,0
54,111.51,5628.12,Month-to-month,No,DSL,Credit card,2,0,Yes,1
10,35.64,323.07,Two year,No,No,Electronic check,0,0,Yes,0
42,95.18,3820.51,Month-to-month,Yes,Fiber optic,Bank transfer,1,0,Yes,0
64,76.83,4725.97,Month-to-month,No,DSL,Credit card,1,0,No,1
21,47.47,983.46,Two year,No,DSL,Bank transfer,3,0,No,0
66,67.44,4370.53,Month-to-month,No,Fiber optic,Credit card,3,0,Yes,1
41,53.38,2032.18,Two year,No,Fiber optic,Mailed check,4,0,No,1
24,77.93,1708.9,Two year,Yes,Fiber optic,Electronic check,1,0,Yes,0
35,108.9,3489.84,One year,Yes,Fiber optic,Bank transfer,0,0,Yes,1
56,76.93,4294.71,Month-to-month,Yes,DSL,Electronic check,2,0,Yes,0
30,83.17,2413.57,Month-to-month,No,Fiber optic,Mailed check,1,0,Yes,0
57,71.87,3704.37,Month-to-month,Yes,Fiber optic,Credit card,4,0,No,1
47,25.12,1078.72,Month-to-month,No,No,Electronic check,3,0,No,1
35,43.29,1437.24,Month-to-month,No,DSL,Credit card,1,1,Yes,1
19,69.2,1210.65,Two year,Yes,Fiber optic,Mailed check,4,0,Yes,0
8,51.02,400.15,Month-to-month,No,DSL,Bank transfer,1,0,Yes,0
26,38.18,950.31,One year,No,Fiber optic,Mailed check,2,0,Yes,1
71,70.41,4805.46,Month-to-month,No,No,Electronic check,3,0,Yes,1
30,52.28,1484.15,One year,Yes,Fiber optic,Electronic check,0,0,Yes,0
7,45.81,296.81,Two year,Yes,No,Electronic check,3,1,No,0
67,66.4,4266.13,Month-to-month,Yes,Fiber optic,Credit card,2,0,Yes,0
65,33.33,2105.13,Month-to-month,Yes,No,Bank transfer,0,1,Yes,0
36,112.77,3804.34,One year,No,Fiber optic,Electronic check,2,1,No,0
25,106.77,2537.11,One year,No,DSL,Electronic check,0,0,Yes,0
37,90.76,3304.28,One year,Yes,DSL,Electronic check,0,0,Yes,0
1,30.62,28.01,Month-to-month,No,Fiber optic,Mailed check,1,0,Yes,1
15,97.59,1397.28,Month-to-month,No,DSL,Electronic check,1,0,Yes,1
37,100.8,3486.58,Two year,Yes,Fiber optic,Mailed check,1,0,Yes,0
13,96.78,1220.75,Two year,Yes,Fiber optic,Electronic check,3,0,Yes,1
8,31.4,226.55,Month-to-month,No,No,Mailed check,1,0,No,1
5,84.39,408.05,Two year,No,Fiber optic,Credit card,2,0,No,0
60,103.43,5649.08,Month-to-month,No,Fiber optic,Credit card,2,0,No,1
1,77.74,70.47,Month-to-month,Yes,No,Mailed check,1,0,Yes,0
36,84.64,2963.13,Month-to-month,Yes,No,Bank transfer,3,1,Yes,0
35,65.84,2221.52,Month-to-month,Yes,DSL,Bank transfer,0,0,Yes,0
66,72.87,4758.89,Month-to-month,No,Fiber optic,Mailed check,2,0,Yes,1
63,23.44,1405.79,Month-to-month,No,DSL,Credit card,3,0,Yes,0
23,83.9,1839.01,Month-to-month,Yes,Fiber optic,Mailed check,0,0,Yes,0
9,28.14,245.84,One year,No,Fiber optic,Bank transfer,3,1,Yes,1
34,63.5,2012.92,One year,No,No,Mailed check,2,0,Yes,0
46,49.27,2048.14,One year,No,Fiber optic,Credit card,0,0,Yes,0
4,74.54,275.2,Two year,No,Fiber optic,Bank transfer,0,0,Yes,0
30,33.34,923.99,Month-to-month,Yes,No,Bank transfer,1,0,Yes,0
3,89.16,249.71,One year,No,DSL,Electronic check,4,0,Yes,0
14,99.5,1385.12,One year,Yes,Fiber optic,Electronic check,1,0,Yes,1
60,36.34,2137.85,Month-to-month,Yes,Fiber optic,Bank transfer,1,0,Yes,0
45,30.43,1360.58,Month-to-month,No,DSL,Bank transfer,2,0,Yes,1
34,34.55,1174.54,Month-to-month,No,Fiber optic,Mailed check,1,0,Yes,1
45,107.71,4572.51,Two year,No,DSL,Credit card,2,0,Yes,0
61,72.82,4098.68,Month-to-month,No,No,Bank transfer,1,0,No,0
16,66.73,1020.7,Two year,No,DSL,Credit card,4,0,Yes,1
66,30.67,2000.16,One year,No,DSL,Bank transfer,1,0,Yes,0
40,84.96,3216.83,One year,Yes,Fiber optic,Credit card,3,0,Yes,0
17,106.8,1725.8,Two year,No,DSL,Electronic check,2,0,Yes,1
34,102.82,3193.29,One year,No,DSL,Bank transfer,1,0,Yes,1
16,82.61,1245.16,Month-to-month,No,Fiber optic,Mailed check,1,0,No,1
60,27.53,1550.54,Month-to-month,No,Fiber optic,Credit card,3,0,No,1
66,31.24,1928.17,Two year,No,Fiber optic,Bank transfer,0,0,Yes,0
66,24.93,1626.84,Month-to-month,No,Fiber optic,Electronic check,1,0,No,1
13,45.75,538.8,Month-to-month,No,Fiber optic,Electronic check,1,0,Yes,1
56,33.57,1874.68,Month-to-month,No,Fiber optic,Electronic check,2,0,Yes,1
31,46.0,1284.58,Two year,Yes,DSL,Electronic check,3,0,No,0
34,58.51,1978.52,Month-to-month,No,DSL,Bank transfer,3,0,Yes,0
39,114.3,4256.23,One year,No,Fiber optic,Mailed check,3,0,Yes,0
67,81.04,5268.12,Month-to-month,No,No,Credit card,2,0,No,1
8,103.5,760.69,Month-to-month,No,DSL,Mailed check,1,0,Yes,0
55,91.04,4834.06,One year,No,Fiber optic,Credit card,0,0,No,1
27,31.25,833.79,Month-to-month,No,Fiber optic,Mailed check,2,0,No,1
53,93.59,4533.43,One year,No,Fiber optic,Bank transfer,4,0,No,1
39,47.51,1691.15,One year,Yes,Fiber optic,Bank transfer,1,0,Yes,0
65,83.91,5074.53,Two year,No,DSL,Credit card,1,0,Yes,0
17,54.1,842.6,Month-to-month,No,Fiber optic,Bank transfer,2,0,No,1
30,119.77,3273.55,Two year,Yes,DSL,Credit card,2,0,No,0
53,46.36,2378.04,One year,No,Fiber optic,Mailed check,1,0,Yes,0
13,47.91,573.86,Two year,No,No,Bank transfer,2,0,No,0
21,113.07,2295.4,Month-to-month,No,Fiber optic,Bank transfer,5,0,Yes,0
19,22.46,420.85,Month-to-month,Yes,DSL,Credit card,2,0,Yes,0
53,89.67,4587.13,Two year,Yes,No,Credit card,1,0,Yes,0
19,92.53,1603.25,Two year,No,No,Credit card,0,0,Yes,1
57,103.64,5655.57,Month-to-month,Yes,Fiber optic,Credit card,0,0,No,0
25,117.44,2757.97,Month-to-month,No,Fiber optic,Electronic check,0,0,Yes,1
31,117.56,3405.06,Month-to-month,Yes,DSL,Credit card,4,0,No,0
55,26.53,1359.71,Month-to-month,No,No,Electronic check,2,1,Yes,1
23,102.18,2333.56,Month-to-month,Yes,Fiber optic,Mailed check,0,0,Yes,0
32,84.63,2638.43,Month-to-month,Yes,No,Credit card,1,0,No,1
62,84.73,4798.25,Two year,No,DSL,Electronic check,1,0,Yes,0
10,32.83,311.1,Month-to-month,Yes,DSL,Electronic check,1,0,No,1
54,85.02,4278.07,One year,No,No,Electronic check,2,0,Yes,0
52,118.25,6135.43,Month-to-month,No,Fiber optic,Bank transfer,3,0,Yes,0
20,111.18,2218.71,Month-to-month,No,DSL,Electronic check,1,0,Yes,1
32,63.91,1905.96,Month-to-month,No,DSL,Credit card,1,0,No,0
14,23.99,314.1,Month-to-month,Yes,Fiber optic,Credit card,2,0,Yes,1
50,56.23,2698.88,One year,Yes,DSL,Credit card,2,0,No,0
28,102.64,2724.28,Two year,No,Fiber optic,Electronic check,2,0,No,0
53,90.15,4401.97,Month-to-month,No,Fiber optic,Electronic check,2,0,Yes,1
24,65.93,1528.59,Month-to-month,No,Fiber optic,Bank transfer,3,0,No,0
22,25.51,523.85,Month-to-month,No,Fiber optic,Mailed check,1,0,Yes,1
30,62.69,1815.57,Two year,No,No,Bank transfer,1,0,Yes,0
63,66.9,3954.94,One year,Yes,DSL,Credit card,1,0,Yes,0
4,112.86,437.91,Month-to-month,No,Fiber optic,Credit card,2,1,Yes,1
59,84.11,4797.64,One year,No,DSL,Credit card,2,1,Yes,0
8,51.17,389.25,Two year,No,Fiber optic,Bank transfer,1,0,Yes,0
12,72.53,844.66,Month-to-month,No,No,Credit card,1,1,Yes,1
31,26.61,780.44,Month-to-month,Yes,No,Credit card,2,0,No,0
34,117.26,3634.46,Two year,Yes,Fiber optic,Credit card,1,0,Yes,0
49,56.01,2520.02,One year,No,Fiber optic,Electronic check,1,0,No,1
57,67.79,3572.68,Month-to-month,No,No,Mailed check,2,0,Yes,1
26,55.53,1308.53,Month-to-month,No,No,Electronic check,2,0,No,1
18,88.25,1542.65,Month-to-month,Yes,No,Electronic check,2,0,Yes,0
38,86.22,3069.09,Month-to-month,Yes,Fiber optic,Mailed check,3,0,Yes,0
50,91.53,4161.65,One year,No,No,Mailed check,5,0,Yes,0
8,46.81,367.74,Month-to-month,Yes,DSL,Bank transfer,0,0,Yes,1
41,51.57,2047.48,One year,No,DSL,Mailed check,1,0,Yes,1
6,32.53,184.49,Two year,No,DSL,Bank transfer,1,0,No,0
69,85.55,5458.71,Month-to-month,No,DSL,Bank transfer,1,0,No,0
44,23.98,965.62,Month-to-month,Yes,Fiber optic,Electronic check,3,0,No,1
64,79.77,4828.76,Month-to-month,No,No,Credit card,3,0,Yes,0
29,106.97,3066.53,One year,Yes,Fiber optic,Electronic check,2,0,Yes,0
28,109.08,2806.36,Month-to-month,Yes,Fiber optic,Electronic check,1,0,No,0
11,64.9,683.11,One year,Yes,Fiber optic,Mailed check,0,0,Yes,0
65,65.93,4269.03,Two year,Yes,Fiber optic,Mailed check,2,0,No,0
19,27.7,507.2,Month-to-month,No,Fiber optic,Bank transfer,3,1,Yes,1
9,87.08,739.83,Two year,Yes,No,Bank transfer,0,0,No,0
27,102.13,2679.3,Two year,Yes,Fiber optic,Bank transfer,0,0,No,0
34,44.47,1485.46,Month-to-month,No,Fiber optic,Mailed check,2,0,No,0
44,62.13,2621.78,Month-to-month,Yes,Fiber optic,Bank transfer,2,0,Yes,0
68,103.88,6973.3,Two year,No,No,Bank transfer,1,0,Yes,1
15,107.71,1537.23,Two year,Yes,DSL,Mailed check,1,0,No,0
51,44.32,2221.9,Month-to-month,Yes,Fiber optic,Credit card,3,0,No,1
13,75.06,971.1,Month-to-month,No,Fiber optic,Electronic check,1,0,Yes,1
49,39.25,1827.33,Month-to-month,Yes,Fiber optic,Mailed check,3,1,Yes,1
70,30.19,2029.83,Two year,No,No,Bank transfer,3,0,No,0
56,111.11,5979.16,Month-to-month,Yes,DSL,Electronic check,2,0,Yes,1
51,102.05,5090.8,Month-to-month,Yes,Fiber optic,Mailed check,2,0,No,1
37,96.0,3489.12,Two year,Yes,No,Electronic check,2,0,No,0
17,24.88,381.82,Month-to-month,Yes,Fiber optic,Electronic check,0,0,No,0
58,104.37,5892.05,One year,Yes,Fiber optic,Credit card,2,0,Yes,0
29,63.8,1810.2,Month-to-month,No,DSL,Bank transfer,4,0,Yes,0
33,54.24,1736.3,Two year,No,DSL,Mailed check,0,0,Yes,0
60,74.65,4350.76,Month-to-month,Yes,Fiber optic,Bank transfer,1,0,No,0
55,29.14,1449.07,One year,No,DSL,Credit card,2,0,Yes,0
10,95.66,903.23,One year,No,No,Credit card,3,0,Yes,0
47,78.24,3610.42,Month-to-month,No,Fiber optic,Mailed check,1,0,Yes,1
23,38.66,883.31,Month-to-month,No,DSL,Mailed check,0,0,Yes,1
21,38.82,752.4,Month-to-month,No,Fiber optic,Credit card,2,0,No,0
13,38.42,478.44,Month-to-month,Yes,Fiber optic,Mailed check,2,0,No,1
33,25.7,831.51,Two year,Yes,DSL,Electronic check,2,0,No,0
24,78.78,1843.91,Two year,No,DSL,Electronic check,1,0,Yes,1
11,104.03,1100.72,Month-to-month,No,Fiber optic,Credit card,1,0,No,1
17,21.75,333.47,One year,No,Fiber optic,Bank transfer,1,0,Yes,1
68,24.9,1646.45,One year,No,Fiber optic,Mailed check,1,0,No,0
